CentralAir,Area Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price,Address
Y,93838.09765,4,9,6,44138,1827500.892,"Unit 8824 Box 5633
DPO AE 40792-0792"
Y,78918.86745,5,7,4,36712,1339254.727,"2130 Weiss Mountains Suite 020
West Jomouth, MT 03427"
Y,83896.35797,7,5,4,43673,1620949.437,"154 Erica Groves
Lake Kevinfort, MH 40258"
Y,78501.86123,7,7,3,34686,1637944.645,"024 Derrick Row Apt. 085
Christiemouth, NE 35543"
Y,78239.40566,5,7,3,36937,1216888.02,"12212 Fleming Streets
New Gregoryville, ME 23793"
Y,70220.04443,6,7,4,46222,1555497.546,"943 Reese Roads Apt. 389
Weavertown, AR 10413"
Y,62184.53937,5,7,6,26008,873048.3196,"62280 Taylor Drive Apt. 014
Sarahburgh, GU 68004"
Y,68201.41249,4,6,2,43468,846055.7174,"0339 Anderson Groves
South Joshua, GA 31409"
Y,66862.87692,7,6,3,15326,1028493.601,"6214 Smith Mill Suite 049
Foxland, NV 38613"
Y,83638.11693,7,7,4,24566,1569600.446,"7584 Karen Pike
Adambury, UT 30111"
Y,81149.72595,5,7,3,54930,1798232.803,"7490 Whitehead Mountain Apt. 278
Bassside, AS 53368-2196"
Y,75318.69449,5,9,3,33281,1402146.873,"03839 Edward Trail
Ashleyburgh, CT 52660"
Y,50847.11311,5,5,4,34764,398909.5099,"6908 King Underpass Suite 740
East Thomas, MP 29298"
Y,70090.32109,5,6,2,26391,933157.3392,"4626 Jones Shoals Apt. 257
North Kennethchester, PA 67461-9661"
Y,63629.84717,4,8,5,33518,712285.8256,"915 Brooks Orchard
Amandaville, GU 37093-9400"
Y,67076.05239,5,7,3,40407,1261927.419,"124 Kelly Brook
South Alanshire, WY 65658-5841"
Y,61909.04144,6,7,4,28954,1063964.288,"74706 Mary Parkway
Cummingsberg, NM 24516"
Y,66623.69237,6,7,2,47995,1302029.013,"USS Carr
FPO AE 77602"
N,82391.51875,7,8,3,33232,1957891.588,"23958 Lisa Extensions Apt. 372
Bryantton, CO 76041-0639"
Y,62917.32124,5,6,2,36845,849153.1225,"7706 Sara Wells
Williamsonberg, MO 07089"
Y,61214.74081,7,8,6,32254,1070720.058,"06539 Powers Cliff
Port Brendaland, CO 15197"
Y,55952.68583,5,6,3,30758,714166.3978,"5368 Mccann Walks Suite 432
South Jessica, PA 51463-6950"
Y,93993.39978,6,5,3,37062,1441882.522,"7732 Renee Club Apt. 931
Fordland, FL 74775-2546"
Y,69436.14216,4,8,3,30885,693681.0044,"787 Jennifer Keys Suite 630
Huntfurt, RI 25704-8481"
Y,67295.01745,5,7,3,40190,1060123.73,"4099 Jennifer Mission
Michaelport, ND 68745"
Y,77825.22747,7,7,5,31440,1535262.441,"481 Fisher Bridge
East Christina, NV 36023-3431"
Y,54432.45745,7,8,5,41558,1454681.937,"6290 Hutchinson Mountains Suite 409
South Alan, NY 44686-8829"
Y,58180.4194,5,8,3,36507,1062593.483,"2066 Patricia Unions
Jeanton, OK 53946"
Y,88904.33828,7,6,2,41808,1907859.059,"00780 Rollins Locks Suite 785
Shawfurt, GU 97591-6490"
Y,79442.5058,6,6,2,4114,965318.6958,"479 Kevin Wells
Deborahview, ID 06062-1191"
Y,67389.90482,6,6,2,34710,1109639.996,"1004 Williams Tunnel
Crystalfurt, IL 10547-7173"
Y,64381.08001,6,7,3,44712,1118595.119,"935 Don Turnpike
Pattersonberg, AL 91146-7775"
Y,70881.43561,5,8,4,36040,1049661.039,"50791 Kim Harbor Suite 017
Lake Tony, NY 05606"
Y,82859.59165,8,7,4,60041,2294647.784,"75982 Ramos Locks Apt. 667
Nicoleview, SD 33738-0191"
Y,66736.98871,5,7,6,54087,1356062.104,"USNS Hoffman
FPO AA 74725"
Y,66274.45554,7,5,3,30082,989903.6448,"908 Anna View Apt. 406
Carolynberg, VA 74707"
Y,64621.638,7,6,3,44288,1499243.168,"6947 Stevens Pass
Kennethfort, KY 66327"
Y,67285.32054,6,7,2,37956,1160246.73,"87390 Tanner Rest
East Stevenland, TX 41310"
Y,69916.80939,6,6,2,41686,1302347.574,"1075 Brian Ways Apt. 639
Lake Kristenburgh, CA 39801"
Y,85802.96828,6,7,4,26139,1553311.161,"056 Anthony Prairie Apt. 509
Patriciaberg, IA 29424-9623"
Y,77459.75786,4,6,4,37910,945252.1918,"58899 Bender Brooks
Kimberlyshire, GU 39917-0152"
Y,69612.39772,6,8,6,26489,1158697.6,"77466 Wu Heights Suite 176
Smithville, MH 19392-6412"
Y,74898.65868,7,5,3,32530,1261239.272,"48186 Pope Mews Apt. 453
Kellyside, ID 42041"
Y,59483.93282,7,7,3,38894,1257282.159,"4228 Sharon Field Apt. 583
North Jesus, AS 37342-9751"
Y,68527.54131,6,8,4,34977,1279464.647,"6618 Morales Forest
North Lindaville, VI 99688"
Y,48278.86016,5,7,6,51148,943854.7279,"USS Mcgee
FPO AA 02679-5689"
N,74333.53507,7,5,2,41440,1404540.758,"5686 Diana Ports
Nguyenborough, NC 38005-1050"
Y,91118.12723,5,8,5,23038,1296636.271,"6557 Sawyer Ranch Apt. 584
Martinezborough, IN 50000"
Y,75667.79128,6,7,2,46782,1450996.038,"94271 Andrea Path
South Matthewborough, NJ 89881"
Y,81754.91408,6,8,4,42976,1654965.296,"8173 Blackburn Haven
Strongton, VA 38893"
Y,62314.21472,6,6,3,48263,1030866.952,"PSC 7074, Box 4818
APO AE 84281"
Y,64421.25068,7,5,4,42873,1204103.087,"0724 Brown Plains Apt. 690
Johnmouth, VA 90102"
Y,68631.71253,5,7,3,39636,1115721.687,"PSC 6229, Box 7831
APO AA 50489-4427"
Y,60317.77699,4,7,3,32276,606863.1415,"472 Lopez Stream
Lake Sheila, OK 00834-5775"
Y,58387.97658,7,7,3,28318,971174.9868,"742 Aaron Lock
North Christophermouth, NE 48483-1442"
Y,62406.53099,5,7,6,30541,1029855.714,"16888 Turner Trail
Gentrytown, MD 77676"
No,81025.44828,6,6,4,25851,1246791.029,"073 Gary Forest
Leahstad, TX 29670-4461"
Y,75951.57317,6,5,2,35231,1146886.093,"92857 Robin Forks
Port Mary, LA 43895-7257"
Y,73480.21476,6,7,4,19481,1075550.215,"481 Marquez Plaza Suite 172
North Jeffreyborough, PA 66748"
Y,67535.20757,7,6,2,32376,1074263.317,"PSC 3192, Box 9068
APO AE 56262"
Y,61577.42775,7,7,2,34810,1115394.393,"900 Soto Extension
New Darrellview, NM 85693-1736"
Y,73388.47496,5,9,3,41648,1496210.216,"735 Miranda Harbor
Port Cathyside, ME 34166-0132"
Y,57730.322,5,9,6,42451,1299991.951,"USCGC Watson
FPO AP 69692"
Y,68101.12429,7,6,4,29828,1446983.542,"899 Pearson Ramp Apt. 209
Port Troyhaven, FM 56837"
Y,63513.46697,6,7,4,46819,1257376.174,"USNS Parker
FPO AA 79651"
Y,75866.0416,6,6,2,36699,1549303.499,"480 Linda Mission
New Lisaside, MI 92286-9433"
Y,58696.59298,6,7,3,21434,828477.2913,"025 Vincent Station Suite 738
Carmenfurt, VT 53906"
Y,76415.54528,6,7,2,52720,1642011.345,"3134 Kimberly Way Suite 085
West Chase, NC 60049-0645"
Y,71090.64685,5,6,2,26030,847387.2058,"86862 Howell Meadow
South Ryanmouth, DE 44340"
Y,67470.51038,5,7,2,32201,968082.1645,"85776 John Ford Apt. 435
Kyleton, AR 58566-5621"
Y,65244.87642,8,7,6,39758,1495384.004,"82853 Wagner Pines Apt. 106
West Alicia, MI 56685-2380"
Y,61249.56709,4,6,3,30289,678721.8842,"9389 Mcdonald Road Suite 415
Jeffreyburgh, GA 90771"
Y,77502.47402,7,7,4,39076,1427551.145,"134 Lopez Garden
Lake Joseph, OR 06588-8797"
Y,51445.18675,7,7,5,44966,1093873.291,"PSC 6463, Box 8321
APO AP 72947-9628"
Y,73956.99148,7,6,2,46776,1653232.551,"4390 Deborah Turnpike Apt. 434
Antoniomouth, HI 12806-7266"
Y,70221.36202,5,7,3,39692,1178272.297,"9863 William Falls Apt. 516
New Roberttown, WA 07211-8762"
Y,58354.57408,6,6,3,35766,755843.709,"PSC 2237, Box 5511
APO AA 41584-3622"
Y,79274.79616,4,8,5,42774,1210366.529,"955 Reed Lake
Wilsonchester, MT 27473"
Y,58195.28921,6,7,2,31790,980231.2309,"1257 Jennifer Rest
Martinburgh, MT 41177"
Y,68001.19526,5,7,4,47116,1122083.251,"Unit 9831 Box 7128
DPO AA 54705"
Y,80174.92459,6,7,3,45233,1441376.394,"81230 Justin Turnpike
South Aaronborough, WI 19349-9757"
Y,57160.20224,7,7,3,43467,1251794.179,"15828 Marshall Stravenue Suite 199
East Matthewmouth, TN 71861-6319"
Y,70799.77311,6,7,5,33866,1257217.29,"4628 Robert Manor
North Larry, ID 51296"
Y,95000.78637,5,8,5,44203,1986811.17,"16355 Sullivan Turnpike
West Heather, ID 49211"
Y,76808.34428,7,7,4,31130,1550242.01,"8241 Mitchell Locks
East Wendy, UT 08784-8239"
Y,63167.19471,6,8,3,34317,1305127.336,"584 Baker Orchard
Whiteborough, CT 87008-0402"
Y,68366.34149,4,5,2,42523,940162.7245,"0252 Snyder Creek
Rogersshire, ME 28830-8921"
Y,67920.17995,6,7,4,15801,690958.5497,"12163 Kristen Lakes Apt. 445
Josephview, MA 92779-6662"
Y,68803.55208,4,8,5,39475,1153029.616,"194 Diaz Crest
Scottshire, MA 86812-1861"
Y,62126.7471,7,8,5,20804,1116487.357,"7831 Schultz Junctions Apt. 671
Masonland, OH 12987"
Y,76398.38435,7,6,3,39015,1534171.953,"76681 Mccoy Skyway
Petersonfort, OR 83665"
No,55510.47214,6,8,4,26153,893435.1192,"8837 Louis Meadow Apt. 140
South Karenfurt, AL 47724-7760"
Y,38734.00522,6,6,2,38891,401148.5688,"4317 Heather Port
Hicksland, SC 77008-9209"
No,62245.73982,5,8,6,44374,1290755.036,"356 Butler Knolls
Mcleanport, PA 86805"
Y,88933.19851,6,7,6,52976,1865071.41,"912 Torres Harbor Apt. 724
Greenbury, WI 91276-0346"
Y,58229.76853,5,8,5,44972,1251430.92,"19565 Figueroa Fords Suite 876
North Chasetown, GU 62357"
Y,58282.10008,6,6,3,49586,1133910.648,"8219 Morse Falls
Chapmanmouth, RI 85731-2255"
Y,73689.42839,5,9,4,49240,1688093.257,"0850 Lauren Estates
Samanthaburgh, OK 64160-5541"
Y,61667.7208,6,7,4,65185,1394132.241,"0563 Taylor Cove
Shelbystad, UT 27501"
Y,78462.90642,5,6,4,17228,923444.1448,"PSC 0651, Box 2521
APO AP 28493"
No,50857.09653,6,9,3,40790,1131533.555,"USS Brown
FPO AA 43649-1893"
Y,73331.55112,7,7,3,42656,1475700.71,"711 Fernando Mews Apt. 275
Lynnshire, NC 83294-4804"
Y,52541.31985,5,7,3,41258,842985.8529,"40374 Larry Spur Apt. 429
North Amber, DC 93748"
Y,77922.98616,6,6,4,36562,1327718.382,"9889 John Extensions Apt. 232
West Jasonberg, PA 30956"
Y,68811.6717,6,6,2,33911,1220700.696,"Unit 7703 Box 0736
DPO AA 91775-6852"
Y,55421.16889,8,8,3,30995,1403176.429,"3700 James Highway
Daniellebury, WI 06049"
Y,68776.6667,6,7,4,37987,1331656.494,"PSC 2952, Box 6680
APO AE 73430"
Y,55691.50138,5,8,4,44019,1051567.946,"7654 Kayla Parkways
Gomezstad, NH 48123"
Y,72654.57336,6,8,3,51456,1813857.826,"USS Moore
FPO AP 39142"
Y,67362.46375,6,7,4,32363,1041237.817,"388 Kelly Spur Suite 956
Salinasfort, OR 53877-4267"
Y,90863.99999,6,6,2,41837,1746086.989,"23499 Lara Meadow Apt. 882
Brownburgh, NM 92521-4124"
Y,69173.67166,6,6,4,44935,1412881.784,"596 Jonathan Terrace Apt. 972
Cartershire, NC 82929-1041"
Y,85592.38221,6,8,6,25670,1557626.781,"0504 Le Fields
New Amyshire, KY 70651-2966"
Y,61625.05933,7,7,3,52850,1797105.103,"66367 Sandra Oval
East Brendaville, NC 08689"
Y,65197.99542,7,6,4,28162,923246.8621,"86068 James Groves Apt. 998
Jonesborough, NM 97927"
Y,76009.29703,5,5,3,26888,834185.5784,"1580 Brandi Ford
North Karen, PW 02982-7846"
Y,69421.03242,8,7,2,38962,1603749.984,"039 Burns Trace Suite 618
Taylormouth, SD 14667"
Y,79348.43747,6,6,3,50519,1510996.435,"Unit 2349 Box 1392
DPO AA 18318-6109"
Y,81239.17438,6,8,4,27385,1496539.313,"41013 Christopher Village
South Davidfurt, MP 49129-9503"
Y,71348.46738,6,8,5,45263,1447325.64,"PSC 2341, Box 5265
APO AE 46820"
Y,76024.76684,7,9,6,16619,1361841.952,"63357 Drake Heights
Aaronberg, HI 66008-8580"
Y,62421.96888,6,7,5,50370,1409977.131,"97231 Rice Motorway Apt. 065
North Brenda, VI 95161"
Y,85192.74241,7,7,2,22850,1534111.581,"6386 Palmer Underpass Suite 102
Port Jackborough, TX 42754-8619"
Y,76113.36653,6,7,6,46904,1484688.234,"6611 Baker Place
Alexmouth, LA 22246"
Y,75767.70342,6,8,3,27445,1379169.449,"0627 Jonathan Spurs Apt. 121
Harveystad, VI 29375-3726"
Y,78070.07374,4,8,3,60023,1884385.65,"645 Bennett Club
Port Charles, CA 38269"
Y,70965.06765,5,7,6,15482,856383.5014,"69799 Acevedo Mountain Suite 337
Edwardport, FM 81015-7307"
Y,83016.43145,7,6,3,34140,1689512.18,"04706 Perkins Stravenue
South Thomasbury, NM 73947-3435"
Y,71105.29156,6,8,4,48457,1640185.798,"595 Alyssa Ranch
Rachelport, FM 60462-6623"
Y,42814.99304,5,6,4,41426,452530.1767,"8901 Thomas Walk Suite 251
East Stephanieburgh, MN 68081"
Y,68071.43317,5,6,3,35526,980145.7829,"4137 Sanchez Branch
Knightfort, TN 47663-5001"
Y,72992.36051,5,8,5,35123,1449409.436,"956 Chavez Canyon
East Sandra, MA 67391-6972"
Y,60912.71626,5,7,3,41100,814784.2457,"718 Steve Junctions
Lake Jenniferfurt, PW 52439"
Y,70670.58384,8,8,5,40022,1735637.414,"4708 Jonathan Trail Apt. 793
West Marcus, FM 14768-4079"
Y,52308.33552,7,6,3,35704,964924.4933,"997 Brittany Islands
South Jon, PW 69252-2681"
Y,68210.63013,7,7,5,52591,1490718.335,"3230 Lisa Oval
Port Andrew, VT 16432-9135"
Y,69380.01131,6,8,5,28116,1086186.428,"68217 Timothy Burg
Steveton, AZ 92285"
Y,80366.37481,7,7,4,42776,1759180.044,"Unit 4778 Box 1424
DPO AP 88852"
Y,74775.21983,6,7,2,36903,1315828.86,"48865 Reynolds Fork Suite 552
Port Jason, MO 71699-7477"
Y,65210.24231,6,8,3,39286,1137685.116,"436 Richardson Crest Apt. 137
Millermouth, IN 67939-9639"
Y,77336.03095,6,6,4,30223,1446155.18,"95648 Fleming Plains Suite 220
Patriciaview, GA 57597"
Y,72661.75013,6,7,4,47048,1602903.281,"60113 Meredith Roads
Joeburgh, WY 76237-8977"
Y,78656.37837,5,8,3,30158,1440246.33,"764 Dawn Skyway
East Robinchester, WV 77718"
Y,63824.39454,5,5,4,40086,800146.2261,"30812 Castillo Flat
East Danielland, HI 03252-6464"
Y,74625.74474,5,9,4,35549,1491538.499,"490 Michael Junctions Suite 275
North Emily, WI 26740"
Y,60749.23427,6,6,3,32891,969323.4858,"USCGC Robertson
FPO AP 21275"
Y,68780.90722,5,8,6,36592,1055772.871,"01954 Moss Forge Suite 859
Josephburgh, IA 25596"
Y,68923.68486,7,7,4,40904,1299430.176,"USS Shelton
FPO AA 07065"
Y,70190.79644,7,7,2,29215,1340094.966,"USNS Brandt
FPO AE 72594"
Y,86690.8733,6,7,3,42590,1723729.655,"7459 Jasmine Brook Suite 688
Hallmouth, ME 52705-6457"
Y,68935.21956,6,7,5,37908,1214104.934,"863 Molly Cape
West Brandon, PW 07487-9904"
Y,56851.99571,5,6,2,23916,393639.074,"8554 Shannon Port Suite 807
West Cory, PR 35359-9079"
Y,51586.27412,8,7,3,55449,1472539.958,"3610 Spears Dam Suite 970
Phillipsberg, OK 85163"
Y,58276.58119,4,6,4,31457,502553.0522,"63387 Hunter Unions Suite 904
West Lisatown, HI 54243-3440"
Y,82713.91148,6,5,4,29936,1296223.706,"90307 Mercer Loaf
Jessicaport, MH 44061"
Y,73451.09094,6,6,2,49252,1342814.949,"117 Vargas Burgs
Alexanderport, TN 32519-8521"
Y,69667.17921,7,7,4,53056,1698219.757,"71045 Wilkinson Walks Apt. 656
Port Lisachester, OK 32903"
Y,59375.18699,5,8,4,20795,555504.1478,"4323 Leonard Stravenue
Gardnerburgh, MP 91589-9726"
Y,66036.73711,6,7,3,45577,1298980.829,"336 Sawyer Pines Suite 106
North Erin, AR 00934-8650"
Y,65885.13576,8,6,4,34101,1440736.583,"8365 Larry Forge Apt. 554
Port Matthew, NE 74887"
Y,77417.22284,6,8,6,26527,1145351.161,"286 Michael Knoll
Port Michael, OH 62328-6328"
Y,78276.40182,7,7,4,29483,1546957.226,"450 Page Crest
South Heidi, DE 92809"
Y,67160.85009,6,7,2,33805,1070818.731,"987 Carl Ports Apt. 028
Chandlerview, TX 89287-8685"
Y,81835.86399,8,6,3,51039,1993453.673,"46894 Michelle Fork
Port Colleen, PW 76332-1744"
Y,61426.00134,4,6,3,45701,891981.0976,"2291 Jones Station Apt. 757
New Rebeccatown, AS 24105-2384"
Y,80889.66854,7,8,6,12514,1443842.023,"98428 Monica Shoal
South Jenna, TX 35776"
Y,91458.32735,4,6,2,34253,1305219.521,"Unit 2532 Box 5871
DPO AE 51767-2366"
Y,59119.58632,5,8,6,45539,1238708.76,"049 Derek Knoll Apt. 118
Marytown, NC 61057"
Y,77413.92751,6,7,3,28795,1241386.737,"0271 Charles Vista
Sarahshire, MI 37710-8022"
Y,60421.75409,6,6,4,32755,849008.7047,"330 Alexander Square
North Allison, NV 01942-2914"
Y,79354.05044,7,8,6,39092,1656785.448,"0498 Alexander Overpass
Joshuaville, MT 11328-4143"
Y,63151.1634,8,10,5,42266,1896650.323,"4586 David Island
Sandersburgh, TX 07931-0591"
Y,68805.02073,6,8,6,40744,1300362.028,"416 Cesar Points Suite 572
Smithmouth, AK 47239-2228"
Y,78032.88185,4,8,4,35335,1159749.09,"60085 Susan Estates
West Scott, ND 84226-4430"
No,76071.78643,7,7,2,15586,1263743.971,"31864 Weber Cove Suite 484
Kathleenstad, NH 70281-4202"
Y,63334.56621,7,7,6,35639,1292643.52,"043 Levy Plain Apt. 586
North Clayton, SD 31784-8280"
Y,63650.8574,6,8,3,46457,1357710.965,"3510 Glenda View Apt. 004
North Christophermouth, FL 30385"
Y,66181.91715,5,7,3,25337,945551.1489,"4294 Daniel Neck
Martinborough, NC 04514-2585"
Y,71717.19137,6,8,5,51975,1572099.69,"51468 Steven Trail Suite 566
Meyerport, KS 32334-6586"
N,74419.53564,8,8,3,48591,2019424.222,"80827 Horn Trafficway
Bennettchester, MP 35450-9947"
Y,59289.68479,7,6,4,29497,831471.5304,"85911 West Well
Burtonstad, IA 99972-6931"
Y,72197.37838,7,6,3,34599,1408347.445,"4783 Jennifer Meadows Suite 186
North Stephen, GU 36942-4885"
Y,69423.9286,6,7,2,36409,1154126.216,"6528 White Square
Morganchester, SD 63083"
Y,64231.68422,4,9,5,59718,1521085.472,"62063 Jenna Ridges
Smithland, WI 17529"
Y,66005.31092,5,9,4,43284,1522143.641,"22665 Jessica Throughway Apt. 390
North Jameshaven, DE 64126-7821"
Y,82943.88907,6,6,4,50525,1528714.305,"288 Connie Inlet Apt. 174
North Lindsey, DC 20956"
Y,71735.97897,6,7,4,38245,1289042.121,"901 Pierce Club
West Brian, SD 21090"
Y,57319.95266,7,7,6,44738,1222799.34,"22200 Hughes Village
Richardsport, VT 50473-9001"
Y,72363.20417,5,5,3,42544,792174.1738,"6294 Jackson Plaza Apt. 411
Franklinchester, MT 96407"
Y,87678.16324,5,8,3,43806,1753967.477,"7414 Beard Manor Suite 260
Port Kristy, WA 33392"
N,66404.1655,6,6,5,35977,1149524.699,"0884 Kristin Springs
South Jason, FM 79281-6866"
Y,94295.66325,5,7,6,46015,1876497.269,"0245 Baldwin Valleys
East Josephchester, MN 00307-8576"
Y,60891.73222,7,6,3,41217,1045348.23,"0574 David Row
South Jacquelineshire, ME 75494-4722"
Y,82264.14522,5,6,3,37581,1323300.72,"02860 Fox Viaduct Suite 927
Chelseaport, UT 08834"
Y,58666.22577,5,6,2,48133,997239.7078,"7167 Evans Overpass Suite 834
Williamberg, HI 94685-5629"
Y,62497.329,7,7,4,27485,1204939.904,"1789 Snyder Port Suite 392
Lake Robert, AS 27698-2480"
Y,84226.16641,8,8,5,30167,1877941.971,"725 Wood Flats
Lake Josephtown, MO 38832-8878"
Y,74380.94273,5,8,3,37316,1245053.433,"3391 Hatfield Stream
Josephton, NE 91925"
Y,73753.73933,6,6,2,24971,1165990.604,"333 Mary Street Apt. 931
Angelaville, GA 51083-5763"
Y,76355.74398,5,7,4,50210,1517152.585,"339 Bailey Stravenue
Port Tamara, PR 70841-5526"
Y,59024.71066,5,6,3,36272,847767.9216,"790 Laura Fork
South Hannah, ND 34025"
Y,54241.45833,7,7,3,38998,1012269.469,"7573 Huff Cape
West Holly, WV 38470-4186"
Y,90493.5981,5,7,2,45211,1439431.453,"03593 Jones Vista Suite 122
Greenemouth, MN 37932-3294"
Y,82665.22495,7,6,2,35513,1461511.881,"37163 Bryan Courts Apt. 150
Gregoryfurt, TN 82754"
N,45520.55049,6,8,4,20070,678587.2437,"0164 Bird Plains
West Susan, MI 13812-1020"
Y,58927.57936,6,4,4,49101,783350.6732,"995 Robinson Lodge Suite 838
East Emily, KS 57482-2498"
Y,63689.47544,6,9,6,36260,1499552.269,"109 Franklin Square Apt. 554
Davidville, FL 93552-5338"
Y,82989.9563,6,8,4,19373,1458422.811,"190 David Parkway Suite 766
Port Thomasland, KY 16502"
Y,81614.86856,5,6,3,33611,1228879.867,"459 Judy Points
Danielfurt, MN 76472-3770"
Y,78661.54624,5,6,4,25087,932380.5504,"7732 Adam Circle
Goldenville, MT 72159-5726"
Y,56907.13413,5,7,4,38959,834268.3429,"36225 Justin Pass
New Javierberg, NV 16022-1938"
Y,74636.90016,6,9,6,22881,1351007.041,"8611 Ellis Island
North Sarahville, KY 43180-6940"
Y,63926.10711,5,6,3,54955,1068786.672,"310 Joshua Creek Apt. 312
Port Danielleburgh, PA 98714"
Y,62320.25859,6,8,4,14596,1124396.249,"524 Moore Fall
Port Jeremy, KY 45574-2216"
Y,101599.6706,8,7,6,37524,2370231.32,"52280 Steven Street
Robertchester, IA 40405-0504"
Y,66051.54977,7,8,6,26762,1334952.605,"20549 Eric Walk
Blackwellbury, VI 64116-8275"
Y,71475.82648,7,6,4,48227,1504441.01,"4775 Weber Oval
Danahaven, MA 49005"
Y,63137.9827,5,7,3,47697,1153435.092,"6325 Parker Junctions
North Luke, GA 17395-4007"
Y,57223.57389,6,8,3,44907,1259357.023,"Unit 5156 Box 5005
DPO AP 40883"
Y,76075.15426,7,6,4,40369,1567745.807,"235 Jimmy Walk
East Allison, RI 28204"
Y,74579.27073,6,7,5,44874,1516419.721,"946 Ross Trail
Williamsport, WA 95951"
Y,84292.53037,6,7,3,36447,1365151.394,"4171 Amy Summit Apt. 399
Hicksshire, ND 26019"
N,79120.44152,5,5,4,39564,1046030.114,"1103 Samuel Lodge Suite 341
North Richardberg, CO 40226"
Y,57143.67882,6,7,2,51479,1233965.837,"USNS Williams
FPO AE 44169"
Y,66300.58192,6,6,4,31582,1009769.078,"91831 Hughes Pass Apt. 454
Fisherport, MT 21107-8534"
Y,70161.33285,6,6,4,37788,1453597.507,"74075 Russell Villages Suite 825
Lisachester, VA 67421-2539"
Y,75212.3268,6,7,3,23163,1103206.755,"395 Crawford Orchard
Rossfurt, AZ 09449"
Y,86762.88286,7,5,2,47725,1571253.531,"4856 Wilkinson Shores Suite 654
Port Lucaston, NH 82431-8720"
Y,69180.01607,7,6,2,38115,1400111.497,"PSC 3697, Box 8763
APO AE 94374-1248"
Y,78010.92038,7,8,4,44157,1822987.82,"192 Cynthia Spur Apt. 089
Lake Rachelburgh, MO 57053-1155"
Y,65192.10563,6,8,4,26228,1174747.551,"2223 Andrew Branch Suite 214
New Willie, UT 93661"
Y,61325.07891,4,6,2,51407,1147908.529,"Unit 9280 Box 1404
DPO AE 53291"
Y,62617.3292,5,6,3,48372,1124125.921,"215 Schroeder Mountains Apt. 666
West Kathryn, NY 24450-3206"
Y,63970.62442,4,7,3,31945,822934.8313,"7361 Bryant Roads Apt. 432
North Jonathonside, CA 48685-3946"
Y,68860.58581,6,7,3,40543,1448774.971,"92640 Harris Trail
Margaretton, IL 32966"
Y,66701.76617,5,8,4,37753,1063630.928,"873 Rachel Parkways
Port Alyssa, WV 43866-2848"
Y,73823.93879,5,8,3,10556,861657.3994,"00909 Mcclure Landing Apt. 000
Brownberg, CO 30548"
Y,62995.19212,5,6,4,34347,1034760.04,"180 Mcguire Square Suite 704
South Carolville, AK 46674-8497"
Y,75864.49781,6,7,3,35757,1240864.154,"565 Darius Mission Suite 812
Michaelside, CT 94766-8501"
Y,72687.73327,7,8,5,35427,1442372.044,"Unit 5853 Box 4750
DPO AA 91141"
Y,67059.91769,6,8,6,35294,1390620.168,"PSC 0072, Box 2395
APO AA 16602"
Y,64705.38341,5,6,2,33900,862407.817,"143 Beck Curve Suite 521
West Angelicamouth, OH 75371"
Y,62382.46126,6,7,2,14347,695152.1733,"112 Mcdowell Mount
Kimberlyfort, LA 40102-9867"
Y,61355.94598,8,6,3,43645,1392537.29,"44056 Sharon Lights
Lake Samantha, MS 12820"
Y,59331.06894,5,8,5,46670,1200653.345,"1623 Waters Trail
South Noah, SD 89218"
Y,44218.54111,6,9,4,35421,920540.6539,"15179 Wayne Stravenue Apt. 276
North Michaelside, MP 84965"
Y,59260.86158,6,7,3,55030,1300433.575,"65671 Martin Burgs Suite 941
Blanchardshire, GA 51998"
Y,79159.30099,5,6,4,41297,1172188.194,"5168 Darryl Roads Suite 164
Alexandermouth, ND 57779"
N,76916.9525,6,6,3,28213,1054732.6,"USNV Nichols
FPO AA 46813"
